ID Tempat,Nama Wisata,Detail Alamat,Latitude,Longitude,Kategori,Jenis Tempat,Jam Operasional,Harga Tiket,Harga Min,Harga Max,Jumlah Ulasan (Google Maps),Overall Rating (Google Maps),Link Website,Deskripsi Singkat,Aktivitas,Fasilitas,Kategori Umur,Deskripsi Cleaned,Aktivitas Cleaned,Fasilitas Cleaned
T069,Waduk Kembangan,"Kembangan Lake, Kembangan, Mojorejo, Karangmalang, Sragen Regency, Central Java 57222, Indonesia",-7.3444022,111.0665554,lingkungan,"Wisata Edukasi, Wisata Alam","{""Senin"": ""11.00-19.30"", ""Selasa"": ""11.00-19.30"", ""Rabu"": ""11.00-19.30"", ""Kamis"": ""11.00-19.30"", ""Jumat"": ""11.00-19.30"", ""Sabtu"": ""11.00-19.30"", ""Minggu"": ""11.00-19.30""}",0,0,0,714,4.3,,"Waduk Kembangan, atau dikenal juga sebagai Kembangan Lake, adalah danau buatan yang terletak di Desa Kembangan, Kecamatan Karangmalang, Kabupaten Sragen, Jawa Tengah. Terletak sekitar 10 km dari pusat kota Sragen , tempat ini menawarkan suasana tenang dan pemandangan alam yang memikat, menjadikannya destinasi favorit bagi wisatawan lokal maupun luar daerah.","rekreasi keluarga, olahraga ringan, atau sekadar bersantai menikmati alam.","Perahu wisata, area pemancingan, jalur sepeda dan jogging, wisata kuinner","Anak-anak, Remaja",waduk kembangan atau dikenal juga sebagai kembangan lake adalah danau buatan yang terletak di desa kembangan kecamatan karangmalang kabupaten sragen jawa tengah terletak sekitar 10 km dari pusat kota sragen tempat ini menawarkan suasana tenang dan pemandangan alam yang memikat menjadikannya destinasi favorit bagi wisatawan lokal maupun luar daerah,"['rekreasi keluarga', 'olahraga ringan', 'atau sekadar bersantai menikmati alam.']","['perahu wisata', 'area pemancingan', 'jalur sepeda dan jogging', 'wisata kuinner']"
T070,Wisata Sendang Kun Gerit,"Wisata Sendang Kun Gerit, Jalan Gemolong - Plupuh Dukuh Sidorejo RT.02, Kukungerit, Dusun 1, Jatibatur, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 57274, Indonesia",-7.3444022,110.8542817,lingkungan,"Wisata Edukasi, Wisata Alam","{""Senin"": ""07.00-11.30"", ""Selasa"": ""07.00-11.30"", ""Rabu"": ""07.00-11.30"", ""Kamis"": ""07.00-11.30"", ""Jumat"": ""07.00-11.30"", ""Sabtu"": ""07.00-11.30"", ""Minggu"": ""07.00-11.30""}",5000,5000,5000,1237,4.5,,"Wisata Sendang Kun Gerit menyediakan berbagai fasilitas wisata yang dapat dinikmati oleh seluruh kalangan,dari anak-anak hingga orang dewasa.Wisata Sendang Kun Gerit menyuguhkan pemandangan yang alami,asri dan ramah lingkungan.","rekreasi keluarga, olahraga ringan, atau sekadar bersantai menikmati alam.","Restoran, Angkringan, Pemandian","Anak-anak, Remaja",wisata sendang kun gerit menyediakan berbagai fasilitas wisata yang dapat dinikmati oleh seluruh kalangandari anakanak hingga orang dewasawisata sendang kun gerit menyuguhkan pemandangan yang alamiasri dan ramah lingkungan,"['rekreasi keluarga', 'olahraga ringan', 'atau sekadar bersantai menikmati alam.']","['restoran', 'angkringan', 'pemandian']"
T071,Gemolong Edupark,"Gemolong Edupark (Taman Kota), Dusun 2, Gemolong, Sragen Regency, Central Java 57274, Indonesia",-7.3444022,110.8318075,"sains, teknologi, kreativitas","Wisata Edukasi, Wisata Alam","{""Senin"": ""00.00-23.59"", ""Selasa"": ""00.00-23.59"", ""Rabu"": ""00.00-23.59"", ""Kamis"": ""00.00-23.59"", ""Jumat"": ""00.00-23.59"", ""Sabtu"": ""00.00-23.59"", ""Minggu"": ""00.00-23.59""}",0,0,0,3221,4.2,,Gemolong Edupark merupakan tempat wisata yang memadukan antara edukasi dan rekreasi menyenangkan di Kabupaten Sragen. Tempat wisata ini menjadi salah satu tempat yanag bisa dijadikan pilihan untuk menghabiskan waktu bersama keluarga.,"rekreasi keluarga, olahraga ringan, atau sekadar bersantai menikmati alam.","Ruang terbuka hijau, kamar mandi, gazebo, permainan anak","Balita, Anak-anak",gemolong edupark merupakan tempat wisata yang memadukan antara edukasi dan rekreasi menyenangkan di kabupaten sragen tempat wisata ini menjadi salah satu tempat yanag bisa dijadikan pilihan untuk menghabiskan waktu bersama keluarga,"['rekreasi keluarga', 'olahraga ringan', 'atau sekadar bersantai menikmati alam.']","['ruang terbuka hijau', 'kamar mandi', 'gazebo', 'permainan anak']"
T072,BUMDes Sendang Pinilih Sendang,"BUMDes Sendang Pinilih Sendang, SEKRETARIAT BUMDES SENDANG PINILIH KELURAHAN SENDANG, Desa, Sendang, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57651, Indonesia",-7.3444022,110.9123062,"sains, teknologi, kreativitas","Wisata Edukasi, Wisata Alam","{""Senin"": ""08.00-17.00"", ""Selasa"": ""08.00-17.00"", ""Rabu"": ""08.00-17.00"", ""Kamis"": ""08.00-17.00"", ""Jumat"": ""08.00-17.00"", ""Sabtu"": ""08.00-17.00"", ""Minggu"": ""08.00-17.00""}",0,0,0,977,4.4,,Keunikan dan keunggulan Desa Wisata Sendang Pinilih yakni adanya Paralayang. Jadi disini para pengunjung dapat merasakan terbang tandem paralayang. Hal ini menjadi unik karena satu-satunya yang ada di Kota Wonogiri.,"adrenalin, paralayang","atraksi unggulan yaitu Tandem Paralayang , Karawitan ,Tari kethek Ogleng, Produk UMKM dan Kuliner Khas desa Sendang.","Anak-anak, Remaja",keunikan dan keunggulan desa wisata sendang pinilih yakni adanya paralayang jadi disini para pengunjung dapat merasakan terbang tandem paralayang hal ini menjadi unik karena satusatunya yang ada di kota wonogiri,"['adrenalin', 'paralayang']","['atraksi unggulan yaitu tandem paralayang', 'karawitan', 'tari kethek ogleng', 'produk umkm dan kuliner khas desa sendang.']"
T073,Watu Cenik Wonogiri,"5W27+25X Watu Cenik Wonogiri, Sendang, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57615, Indonesia",-7.3444022,110.9129708,lingkungan,"Wisata Edukasi, Wisata Alam","{""Senin"": ""07.00-18.00"", ""Selasa"": ""07.00-18.00"", ""Rabu"": ""07.00-18.00"", ""Kamis"": ""07.00-18.00"", ""Jumat"": ""07.00-18.00"", ""Sabtu"": ""07.00-18.00"", ""Minggu"": ""07.00-18.00""}",5000,5000,5000,395,4.6,,Berwisata ke daerah perbukitan memang menjadi favorit banyak orang lantaran keindahan pemandangan dari atas bukit. Inilah yang ditawarkan oleh Desa Sendang dengan sebagian wilayah perbukitannya. Salah satu destinasi wisata atas ketinggian di Wonogiri adalah Watu Cenik.,"bersantai, outbond, berfoto","toilet, perbukitan indah","Anak-anak, Remaja",berwisata ke daerah perbukitan memang menjadi favorit banyak orang lantaran keindahan pemandangan dari atas bukit inilah yang ditawarkan oleh desa sendang dengan sebagian wilayah perbukitannya salah satu destinasi wisata atas ketinggian di wonogiri adalah watu cenik,"['bersantai', 'outbond', 'berfoto']","['toilet', 'perbukitan indah']"
T074,Telaga Claket,"Telaga Claket, Jl. Claket Jl. Ngawen, Keblokan, Sendangijo, Kec. Selogiri, Kabupaten Wonogiri, Jawa Tengah 57652, Indonesia",-7.3444022,110.9079929,lingkungan,Telaga,"{""Senin"": ""06.00–18.00"", ""Selasa"": ""06.00–18.00"", ""Rabu"": ""06.00–18.00"", ""Kamis"": ""06.00–18.00"", ""Jumat"": ""06.00–18.00"", ""Sabtu"": ""06.00–18.00"", ""Minggu"": ""06.00–18.00""}","{
  ""Tiket Masuk"": 10000
  }",10000,10000,1563,4.1,,"Terletak di kaki Bukit Widodaren, telaga ini menawarkan pemandangan alam yang memukau, dengan air yang jernih dan suasana sejuk yang ideal untuk bersantai.","berfoto, bersantai","tumbuh bunga-bunga berwarna-warni yang menambah keindahan, memberikan nuansa romantis bagi pengunjung.","Anak-anak, Remaja",terletak di kaki bukit widodaren telaga ini menawarkan pemandangan alam yang memukau dengan air yang jernih dan suasana sejuk yang ideal untuk bersantai,"['berfoto', 'bersantai']","['tumbuh bunga-bunga berwarna-warni yang menambah keindahan', 'memberikan nuansa romantis bagi pengunjung.']"
T075,Puncak Joglo,"5V3W+XH9 Puncak Joglo, Selopukang, Sendang Pinilih, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57615, Indonesia",-7.3444022,110.8964701,lingkungan,Bukit,"{""Senin"": ""09.00–18.00"", ""Selasa"": ""09.00–18.00"", ""Rabu"": ""09.00–18.00"", ""Kamis"": ""09.00–18.00"", ""Jumat"": ""09.00–18.00"", ""Sabtu"": ""09.00–18.00"", ""Minggu"": ""09.00–18.00""}","{
  ""Tiket Masuk"": 5000
  }
 {
  ""Parkir"": 2000
  }",2500,2500,1027,4.5,,"Puncak Joglo adalah destinasi wisata di Desa Sendang, Kecamatan Wonogiri, yang terkenal dengan pemandangan Waduk Gajahmungkur yang indah, khususnya saat sunrise dan sunset. Puncak Joglo juga sering dijadikan lokasi untuk paragliding.","Pemandangan Waduk Gajahmungkur, sunrise, sunset, paragliding.","Gazebo, warung, toilet, tempat parkir.",Remaja,puncak joglo adalah destinasi wisata di desa sendang kecamatan wonogiri yang terkenal dengan pemandangan waduk gajahmungkur yang indah khususnya saat sunrise dan sunset puncak joglo juga sering dijadikan lokasi untuk paragliding,"['pemandangan waduk gajahmungkur', 'sunrise', 'sunset', 'paragliding.']","['gazebo', 'warung', 'toilet', 'tempat parkir.']"
T076,Girimanik Mountain Camp,"Girimanik mountain camp, RT.01/RW.06, Ngerapah, Setren, Slogohimo, Wonogiri Regency, Central Java, Indonesia",-7.3444022,111.1820594,lingkungan,Wisata alam dan ekowisata pegunungan,"{""Senin"": ""08.00–17.00"", ""Selasa"": ""08.00–22.00"", ""Rabu"": ""08.00–22.00"", ""Kamis"": ""08.00–22.00"", ""Jumat"": ""08.00–22.00"", ""Sabtu"": ""08.00–22.00"", ""Minggu"": ""08.00–22.00""}","{
 ""Tiket Masuk Anak"": 3000,
 ""Tiket Masuk Dewasa"": 5000
 }",3000,5000,320,4.6,,"Girimanik Mountain Camp adalah destinasi wisata alam yang menawarkan pengalaman berkemah di tengah suasana pegunungan yang sejuk dan asri. Terletak di kawasan Girimanik, tempat ini menyuguhkan panorama alam yang menakjubkan dengan latar hutan pinus, air terjun, dan pemandangan sunrise yang memukau.","Berkemah, menikmati panorama sunrise dan sunset, trekking menuju air terjun dan jalur pegungungan serta edukasi lingkungan dan konservasi alam","Area camping, toilet dan kamar mandi umum, sumber air, warung makan atau kantin kecil, area parkir, gazebo dan tempat duduk santai, spot foto, serta layanan penyewaan tenda dan perlengkapan camping","Anak-anak, Remaja",girimanik mountain camp adalah destinasi wisata alam yang menawarkan pengalaman berkemah di tengah suasana pegunungan yang sejuk dan asri terletak di kawasan girimanik tempat ini menyuguhkan panorama alam yang menakjubkan dengan latar hutan pinus air terjun dan pemandangan sunrise yang memukau,"['berkemah', 'menikmati panorama sunrise dan sunset', 'trekking menuju air terjun dan jalur pegungungan serta edukasi lingkungan dan konservasi alam']","['area camping', 'toilet dan kamar mandi umum', 'sumber air', 'warung makan atau kantin kecil', 'area parkir', 'gazebo dan tempat duduk santai', 'spot foto', 'serta layanan penyewaan tenda dan perlengkapan camping']"
T077,Wisata Soko Langit,"66W2+QR7 Soko Langit, Nglarangan, Dusun Nglarangan, Conto, Kec. Bulukerto, Kabupaten Wonogiri, Jawa Tengah 57697, Indonesia",-7.3444022,111.202036,lingkungan,"Rekreasi keluarga, dan camping","{""Senin"": ""07.00–17.30"", ""Selasa"": ""07.00–17.30"", ""Rabu"": ""07.00–17.30"", ""Kamis"": ""07.00–17.30"", ""Jumat"": ""07.00–17.30"", ""Sabtu"": ""07.00–22.45"", ""Minggu"": ""07.00–17.30""}","{
 ""Tiket Masuk "": 1-50000,
 ""Tiket Masuk "": 50000-100000,
 ""Tiket Masuk "": 100000-150000,
 }",1,150000,1861,4.2,,"Soko Langit adalah destinasi wisata alam yang menawarkan pengalaman unik berenang di kolam renang rooftop dengan panorama langsung ke Pegunungan Lawu. Terletak di ketinggian sekitar 1.000 meter di atas permukaan laut, tempat ini menyuguhkan pemandangan alam yang memukau dan udara pegunungan yang sejuk. Selain kolam renang, Soko Langit juga dilengkapi dengan berbagai fasilitas rekreasi dan edukasi, menjadikannya pilihan ideal untuk liburan keluarga maupun kegiatan komunitas.","Berenang, camping, flying fox, outbound, berfoto di spot rumah hobbit dan taman bunga, edukasi di kebun buah dengan berbagai jenis tanaman","Kolam renang dewasa dan anak-anak, area camping, gardu pandang/gazebo, toilet, kamar mandi, mushola, tempat makan, kafe, dan area parkir",Remaja,soko langit adalah destinasi wisata alam yang menawarkan pengalaman unik berenang di kolam renang rooftop dengan panorama langsung ke pegunungan lawu terletak di ketinggian sekitar 1000 meter di atas permukaan laut tempat ini menyuguhkan pemandangan alam yang memukau dan udara pegunungan yang sejuk selain kolam renang soko langit juga dilengkapi dengan berbagai fasilitas rekreasi dan edukasi menjadikannya pilihan ideal untuk liburan keluarga maupun kegiatan komunitas,"['berenang', 'camping', 'flying fox', 'outbound', 'berfoto di spot rumah hobbit dan taman bunga', 'edukasi di kebun buah dengan berbagai jenis tanaman']","['kolam renang dewasa dan anak-anak', 'area camping', 'gardu pandang/gazebo', 'toilet', 'kamar mandi', 'mushola', 'tempat makan', 'kafe', 'dan area parkir']"
T078,Goa Resi,"GOA RESI, Jalan Goa Resi, Dusun Nglarangan, Conto, Bulukerto, Wonogiri Regency, Central Java 57697, Indonesia",-7.74318766,111.20482865,"lingkungan, sains","Geologi, dan rekreasi keluarga","{""Senin"": ""08.00–17.00"", ""Selasa"": ""08.00–17.00"", ""Rabu"": ""08.00–17.00"", ""Kamis"": ""08.00–17.00"", ""Jumat"": ""08.00–17.00"", ""Sabtu"": ""08.00–17.00"", ""Minggu"": ""08.00–17.00""}","{
 ""Tiket Masuk "": 15000
 }",15000,15000,1144,4.6,https://www.instagram.com/goaresi,"Goa Resi adalah destinasi wisata alam yang menawarkan keindahan formasi stalaktit dan stalagmit yang menakjubkan, terbentuk selama ribuan tahun. Terletak di kawasan perbukitan dengan udara sejuk, goa ini juga memiliki nilai sejarah karena ditemukan artefak-artefak purbakala yang menandakan pernah menjadi tempat tinggal manusia purba.","Menjelajahi goa, berenang, berfoto","Area parkir, gazebo, kolam renang, warung makan, kafe, toilet dan kamar mandi umum","Anak-anak, Remaja",goa resi adalah destinasi wisata alam yang menawarkan keindahan formasi stalaktit dan stalagmit yang menakjubkan terbentuk selama ribuan tahun terletak di kawasan perbukitan dengan udara sejuk goa ini juga memiliki nilai sejarah karena ditemukan artefakartefak purbakala yang menandakan pernah menjadi tempat tinggal manusia purba,"['menjelajahi goa', 'berenang', 'berfoto']","['area parkir', 'gazebo', 'kolam renang', 'warung makan', 'kafe', 'toilet dan kamar mandi umum']"
T079,Gunung Gandul Wonogiri,"5WM7+QXH Gunung Gandul Wonogiri, Area Hutan, Giriwono, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57613, Indonesia",-7.3444022,110.915,"sejarah, budaya, religi","Panorama kota, camping, dan rekreasi keluarga","{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}","{
 ""Tiket Masuk "": 5000
 }
 {
 ""Camping ground "": 10000
 }",5000,10000,74,4.1,,"Gunung Gandul adalah destinasi wisata alam yang menawarkan panorama 360 derajat Kota Wonogiri dari ketinggian sekitar 600 meter di atas permukaan laut. Terletak hanya sekitar 10–15 menit dari pusat kota, tempat ini menjadi pilihan favorit untuk menikmati pemandangan kota, perbukitan, Waduk Gajah Mungkur, dan gugusan Pegunungan Seribu. Saat malam hari, pengunjung disuguhi keindahan city light yang memukau.","Trekking, panorama alam dan city light Wonogiri, camping di area Gunung Gandul Hill Top, berfoto, dan outbond","Area parkir, jalur pejalan kaki dengan anak tangga menuju puncak, camping ground, toilet umum",Remaja,gunung gandul adalah destinasi wisata alam yang menawarkan panorama 360 derajat kota wonogiri dari ketinggian sekitar 600 meter di atas permukaan laut terletak hanya sekitar 1015 menit dari pusat kota tempat ini menjadi pilihan favorit untuk menikmati pemandangan kota perbukitan waduk gajah mungkur dan gugusan pegunungan seribu saat malam hari pengunjung disuguhi keindahan city light yang memukau,"['trekking', 'panorama alam dan city light wonogiri', 'camping di area gunung gandul hill top', 'berfoto', 'dan outbond']","['area parkir', 'jalur pejalan kaki dengan anak tangga menuju puncak', 'camping ground', 'toilet umum']"
T080,Candi Muncar,"74MW+7R5 Candi Muncar, Siroto, Bubakan, Girimarto, Wonogiri Regency, Central Java 57683, Indonesia",-7.71655839,111.14698713,"lingkungan, sejarah, budaya","Telaga, edukasi, dan rekreasi keluarga","{""Senin"": ""08.00–17.00"", ""Selasa"": ""08.00–17.00"", ""Rabu"": ""08.00–17.00"", ""Kamis"": ""08.00–17.00"", ""Jumat"": ""08.00–17.00"", ""Sabtu"": ""08.00–17.00"", ""Minggu"": ""08.00–17.00""}","{
 ""Tiket Masuk "": 5000
 }
 {
 ""Sewa sampan "": 10000:
  ""include pengemudi"": 15000
 }
 {
 ""Pakan ikan"": 2000
 }",2000,15000,1141,4.5,,"Meskipun bernama ""Candi"", Candi Muncar sebenarnya adalah sebuah telaga alami yang terletak di lereng Pegunungan Lawu Selatan pada ketinggian sekitar 1.170 meter di atas permukaan laut. Dikelilingi oleh pepohonan hijau dan udara sejuk, tempat ini menawarkan ketenangan dan keindahan alam yang memukau. Telaga ini juga menjadi sumber air bagi masyarakat sekitar dan menawarkan berbagai aktivitas rekreasi yang menarik.","Memberi Makan Ikan Koi, trekking ke Air Terjun Muncar, berkemah, dan outbond","Gazebo, tempat duduk, warung makan, toilet, mushola, dan area parkir","Anak-anak, Remaja",meskipun bernama candi candi muncar sebenarnya adalah sebuah telaga alami yang terletak di lereng pegunungan lawu selatan pada ketinggian sekitar 1170 meter di atas permukaan laut dikelilingi oleh pepohonan hijau dan udara sejuk tempat ini menawarkan ketenangan dan keindahan alam yang memukau telaga ini juga menjadi sumber air bagi masyarakat sekitar dan menawarkan berbagai aktivitas rekreasi yang menarik,"['memberi makan ikan koi', 'trekking ke air terjun muncar', 'berkemah', 'dan outbond']","['gazebo', 'tempat duduk', 'warung makan', 'toilet', 'mushola', 'dan area parkir']"
T081,Girimanik Waterfall,"75F9+XRP Girimanik Waterfall, Ngerapah, Setren, Slogohimo, Wonogiri Regency, Central Java 57694, Indonesia",-7.3444022,111.1695883,"sejarah, budaya","Air terjun, trekking, dan spiritual","{""Senin"": ""08:00-17:00"", ""Selasa"": ""08:00-17:00"", ""Rabu"": ""08:00-17:00"", ""Kamis"": ""08:00-17:00"", ""Jumat"": ""08:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}","{
 ""Tiket Masuk "": 5000
 }
 {
 ""Parkir "" {
  ""Motor"": 2000
  ""Mobil"": 5000
  }
 }",5000,5000,380,4.4,,"Air Terjun Girimanik merupakan kawasan wisata alam yang terletak di lereng selatan Gunung Lawu. Kawasan ini terkenal dengan tiga air terjun utamanya:
 Air Terjun Manikmoyo: Memiliki ketinggian sekitar 70 meter dan aliran air yang deras, menjadikannya spot favorit untuk fotografi.
 Air Terjun Tejomoyo: Berada di tengah kawasan dengan ketinggian sekitar 30 meter. 
 Air Terjun Condromoyo: Terletak paling jauh dari pintu masuk, menawarkan suasana yang lebih tenang dan alami.
 Selain keindahan alamnya, kawasan ini juga memiliki nilai spiritual dengan adanya petilasan Raden Mas Said dan sendang-sendang suci seperti Sendang Drajat dan Sendang Kanastren.","Trekking, berfoto, relaksasi","Area parkir, warung makan, kios oleh-oleh, toilet umum, mushola, jalur aman menuju air terjun/",Semua Umur,air terjun girimanik merupakan kawasan wisata alam yang terletak di lereng selatan gunung lawu kawasan ini terkenal dengan tiga air terjun utamanya air terjun manikmoyo memiliki ketinggian sekitar 70 meter dan aliran air yang deras menjadikannya spot favorit untuk fotografi air terjun tejomoyo berada di tengah kawasan dengan ketinggian sekitar 30 meter air terjun condromoyo terletak paling jauh dari pintu masuk menawarkan suasana yang lebih tenang dan alami selain keindahan alamnya kawasan ini juga memiliki nilai spiritual dengan adanya petilasan raden mas said dan sendangsendang suci seperti sendang drajat dan sendang kanastren,"['trekking', 'berfoto', 'relaksasi']","['area parkir', 'warung makan', 'kios oleh-oleh', 'toilet umum', 'mushola', 'jalur aman menuju air terjun/']"
T082,Istana Parnaraya,"Parnaraya Palace, Istana Parnaraya, Kebonagung, Sidoharjo, Wonogiri Regency, Central Java 57682, Indonesia",-7.3444022,111.0565737,lingkungan,"Museum, edukasi","{""Senin"": ""08:00-16:00"", ""Selasa"": ""08:00-16:00"", ""Rabu"": ""08:00-16:00"", ""Kamis"": ""08:00-16:00"", ""Jumat"": ""08:00-16:00"", ""Sabtu"": ""08:00-16:00"", ""Minggu"": ""08:00-16:00""}","{
 ""Tiket Masuk "": 5000
 }",5000,5000,1363,4.3,https://www.instagram.com/istana_parnaraya/?hl=id,"Terletak di Desa Kebonagung, Kecamatan Sidoharjo, Kabupaten Wonogiri, Istana Parnaraya adalah bangunan megah bergaya kolonial yang dibangun oleh pengusaha lokal, Suparno (biasa disebut Pak Parno). Fungsi utama bangunan ini adalah sebagai tempat pertemuan para sesepuh dan penyambutan tamu, termasuk wisatawan. Selain itu, terdapat gedung belakang yang memuat dokumentasi perjalanan sukses Pak Parno serta produk dan kesenian khas Wonogiri.","Menikmati arsitektur bergaya Belanda, Menjelajahi area taman kecil dan pilar-pilar besar di halaman, Mengunjungi ruang pertemuan oval dan melihat koleksi lukisan tokoh-tokoh terkenal","Area parkir luas, Taman dan ruang bersantai, 4 kamar tidur pribadi untuk kunjungan pemilik, Ruang pertemuan utama, Galeri video dan seni di gedung belakang","Anak-anak, Remaja",terletak di desa kebonagung kecamatan sidoharjo kabupaten wonogiri istana parnaraya adalah bangunan megah bergaya kolonial yang dibangun oleh pengusaha lokal suparno biasa disebut pak parno fungsi utama bangunan ini adalah sebagai tempat pertemuan para sesepuh dan penyambutan tamu termasuk wisatawan selain itu terdapat gedung belakang yang memuat dokumentasi perjalanan sukses pak parno serta produk dan kesenian khas wonogiri,"['menikmati arsitektur bergaya belanda', 'menjelajahi area taman kecil dan pilar-pilar besar di halaman', 'mengunjungi ruang pertemuan oval dan melihat koleksi lukisan tokoh-tokoh terkenal']","['area parkir luas', 'taman dan ruang bersantai', '4 kamar tidur pribadi untuk kunjungan pemilik', 'ruang pertemuan utama', 'galeri video dan seni di gedung belakang']"
